OTU_ID	Total_abund	FHF1-St1-Gr1-A	FHF1-St1-Gr1-B	FHF1-St1-Gr1-C	FHF1-St1-Gr2-A	FHF1-St1-Gr2-B	FHF1-St1-Gr2-C	FHF1-St2-Gr1-A	FHF1-St2-Gr1-B	FHF1-St2-Gr2-A	FHF1-St2-Gr2-B	FHF1-St2-Gr2-C	FHF1-St3-Gr1-A	FHF1-St3-Gr1-B	FHF1-St3-Gr1-C	FHF1-St3-Gr2-A	FHF1-St3-Gr2-B	FHF1-St3-Gr2-C	FHF1-St4-Gr1-A	FHF1-St4-Gr1-B	FHF1-St4-Gr1-C	FHF1-St4-Gr2-A	FHF1-St4-Gr2-B	FHF1-St4-Gr2-C	FHF2-St1-Gr1-A	FHF2-St1-Gr1-C	FHF2-St1-Gr2-A	FHF2-St1-Gr2-B	FHF2-St2-Gr1-A	FHF2-St2-Gr1-B	FHF2-St2-Gr1-C	FHF2-St2-Gr2-A	FHF2-St2-Gr2-B	FHF2-St2-Gr2-C	FHF2-St3-Gr1-A	FHF2-St3-Gr1-B	FHF2-St3-Gr1-C	FHF2-St3-Gr2-A	FHF2-St3-Gr2-B	FHF2-St3-Gr2-C	FHF2-St4-Gr1-A	FHF2-St4-Gr1-B	FHF2-St4-Gr1-C	FHF2-St4-Gr2-A	FHF2-St4-Gr2-B	FHF2-St4-Gr2-C	FHF2-St5-Gr1-A	FHF2-St5-Gr1-B	FHF2-St5-Gr1-C	FHF2-St5-Gr2-A	FHF2-St5-Gr2-B	FHF2-St5-Gr2-C	FHF3-St1-Gr1-A	FHF3-St1-Gr1-B	FHF3-St1-Gr1-C	FHF3-St1-Gr2-A	FHF3-St1-Gr2-B	FHF3-St1-Gr2-C	FHF3-St2-Gr1-A	FHF3-St2-Gr1-B	FHF3-St2-Gr1-C	FHF3-St2-Gr2-A	FHF3-St2-Gr2-B	FHF3-St2-Gr2-C	FHF3-St3-Gr1-A	FHF3-St3-Gr1-B	FHF3-St3-Gr1-C	FHF3-St3-Gr2-A	FHF3-St3-Gr2-B	FHF3-St3-Gr2-C	FHF3-St4-Gr1-A	FHF3-St4-Gr1-B	FHF3-St4-Gr1-C	FHF3-St4-Gr2-A	FHF3-St4-Gr2-B	FHF3-St4-Gr2-C	FHF3-St5-Gr1-A	FHF3-St5-Gr1-B	FHF3-St5-Gr1-C	FHF3-St5-Gr2-A	FHF3-St5-Gr2-B	FHF3-St5-Gr2-C	FHF4-St1-Gr1-A	FHF4-St1-Gr1-B	FHF4-St1-Gr1-C	FHF4-St1-Gr2-A	FHF4-St1-Gr2-B	FHF4-St1-Gr2-C	FHF4-St2-Gr1-A	FHF4-St2-Gr1-B	FHF4-St2-Gr1-C	FHF4-St2-Gr2-A	FHF4-St2-Gr2-B	FHF4-St2-Gr2-C	FHF4-St3-Gr1-A	FHF4-St3-Gr1-B	FHF4-St3-Gr1-C	FHF4-St3-Gr2-A	FHF4-St3-Gr2-B	FHF4-St3-Gr2-C	FHF4-St4-Gr1-A	FHF4-St4-Gr1-B	FHF4-St4-Gr1-C	FHF4-St4-Gr2-A	FHF4-St4-Gr2-B	FHF4-St4-Gr2-C	FHF4-St5-Gr1-A	FHF4-St5-Gr1-B	FHF4-St5-Gr1-C	FHF4-St5-Gr2-A	FHF4-St5-Gr2-B	FHF4-St5-Gr2-C	FHF5-St1-Gr1-A	FHF5-St1-Gr1-B	FHF5-St1-Gr1-C	FHF5-St1-Gr2-A	FHF5-St1-Gr2-B	FHF5-St1-Gr2-C	FHF5-St2-Gr1-A	FHF5-St2-Gr1-B	FHF5-St2-Gr1-C	FHF5-St2-Gr2-A	FHF5-St2-Gr2-B	FHF5-St2-Gr2-C	FHF5-St3-Gr1-A	FHF5-St3-Gr1-B	FHF5-St3-Gr1-C	FHF5-St3-Gr2-A	FHF5-St3-Gr2-B	FHF5-St3-Gr2-C	FHF5-St4-Gr1-A	FHF5-St4-Gr1-B	FHF5-St4-Gr1-C	FHF5-St4-Gr2-A	FHF5-St4-Gr2-B	FHF5-St4-Gr2-C	FHF5-St5-Gr1-A	FHF5-St5-Gr1-B	FHF5-St5-Gr1-C	FHF5-St5-Gr2-A	FHF5-St5-Gr2-B	FHF5-St5-Gr2-C	Taxa	order_orig
OTU4533	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Planctomycetes; OM190; agg27	3458
OTU4535	116	3	0	2	0	0	4	0	0	3	1	0	2	2	4	0	0	0	0	0	0	0	0	0	1	3	6	1	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	1	0	1	1	1	0	4	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	1	0	2	3	0	0	3	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	1	3	6	0	2	3	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	3459
OTU4541	193	0	0	0	0	0	0	5	0	11	1	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	10	8	12	6	7	7	1	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	23	4	35	4	1	0	1	3	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3460
OTU4543	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	1	17	3	2	0	2	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	1	2	12	3	3	1	0	2	4	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae	3461
OTU4545	108	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	2	0	0	4	2	0	3	0	0	0	0	0	0	0	1	1	7	0	0	0	1	0	4	4	8	0	0	0	0	0	2	2	2	5	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	0	0	0	3	4	1	0	1	4	3	1	0	1	0	1	Unassigned	3462
OTU4546	116	0	0	1	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	4	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	11	0	2	12	11	1	11	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	8	1	1	4	2	5	3	3	4	2	1	Bacteria; Chloroflexi; Ellin6529	3463
OTU4547	106	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	3	1	1	1	0	0	0	2	1	0	1	0	0	1	2	0	0	2	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	6	1	1	5	1	3	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	2	0	0	5	1	3	6	6	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	3	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; HTCC2188; HTCC	3464
OTU4552	162	0	0	0	0	0	0	2	1	2	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	7	11	12	4	3	4	4	11	3	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	5	0	0	1	0	25	11	3	16	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales	3465
OTU4553	103	1	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	2	7	4	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	8	10	8	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae	3466
OTU4554	151	28	34	7	3	3	0	0	0	0	12	24	0	0	4	3	6	11	0	0	0	0	0	0	2	1	0	0	3	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae	3467
OTU4556	206	2	0	0	0	0	0	4	0	0	0	0	1	1	2	1	0	0	3	1	0	0	4	1	1	0	0	1	3	2	1	0	0	1	1	3	2	2	0	1	1	0	1	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	4	1	6	2	1	0	0	0	1	1	0	0	0	0	1	2	3	2	14	2	10	20	4	4	8	1	0	8	0	0	2	0	2	0	0	2	0	2	0	0	0	0	0	0	0	4	2	1	2	5	1	4	0	3	4	1	5	0	4	0	3	1	1	5	1	2	0	1	2	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales	3468
OTU4560	119	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	3	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	2	4	10	9	0	9	1	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	8	6	6	3	2	1	1	0	0	0	3	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Saprospiraceae	3469
OTU4561	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	4	2	0	4	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	1	8	0	1	2	5	4	5	6	20	10	0	1	2	1	4	2	0	0	1	0	0	3	0	0	0	0	0	0	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales	3470
OTU4569	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	5	1	1	4	1	1	0	3	3	2	3	1	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	4	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	1	3	1	2	13	3	8	8	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	6	1	3	0	6	4	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3471
OTU4572	102	0	0	0	0	0	0	2	1	5	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	35	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	6	3	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	3472
OTU4573	179	1	5	2	2	0	0	1	1	2	1	10	10	6	13	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	5	5	2	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	1	2	0	0	0	1	4	4	2	1	2	2	3	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	0	0	0	1	1	5	0	0	2	1	0	0	0	4	2	3	1	1	2	3	5	3	6	7	4	0	3	0	1	0	1	0	0	0	0	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Persicirhabdus	3473
OTU4577	118	0	1	0	1	2	6	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	4	1	3	9	10	2	4	3	0	2	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	2	8	5	2	1	0	0	1	0	0	1	1	6	7	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae	3474
OTU4578	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	2	3	1	6	0	7	9	0	5	2	1	1	3	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	5	0	3	7	11	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	1	1	0	9	10	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	Bacteria; Acidobacteria; RB25	3475
OTU4583	177	0	0	0	0	0	0	0	0	0	0	0	6	5	8	0	0	0	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	15	9	5	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	1	3	0	2	2	0	1	5	3	0	0	0	0	0	0	0	1	0	0	1	3	4	2	1	1	7	4	0	2	5	0	0	1	7	1	7	4	3	2	5	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	0	5	1	0	0	5	2	0	3	2	1	3	Bacteria; Proteobacteria; Gammaproteobacteria; [Marinicellales]; [Marinicellaceae]	3476
OTU4584	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	4	5	6	4	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	7	0	0	2	4	0	3	0	0	1	4	2	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	2	2	0	0	6	2	2	0	2	3	Bacteria; Acidobacteria; AT-s54	3477
OTU4585	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	1	2	6	0	1	1	2	0	1	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	0	2	4	1	5	10	6	5	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	5	2	6	1	4	3	0	2	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3478
OTU4586	117	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	4	2	0	4	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	5	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	1	6	0	0	1	0	0	0	8	0	1	1	2	3	5	3	0	4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	3	5	8	0	0	3	1	2	1	0	1	4	Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; NB1-i	3479
OTU4587	252	0	0	0	2	0	1	0	0	2	0	0	0	8	9	0	0	1	0	1	0	0	1	5	0	0	0	0	2	0	0	0	0	0	6	5	5	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	1	8	5	6	2	8	1	3	6	3	4	0	1	0	0	0	0	0	2	0	6	1	0	1	0	1	3	0	2	3	4	3	7	5	2	6	2	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	7	6	2	1	4	0	4	10	10	7	3	6	6	3	0	8	2	5	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; koll13	3480
OTU4593	133	0	0	0	2	0	1	5	1	9	4	1	1	0	0	0	6	1	0	0	0	0	0	0	2	4	0	3	5	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	2	2	5	0	4	2	1	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	3	2	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2	1	2	0	1	1	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	3481
OTU4596	109	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	1	0	2	1	0	0	2	3	0	5	0	1	1	9	1	15	8	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	4	1	4	3	6	0	6	0	2	0	2	0	2	0	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	3482
OTU4600	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	3	1	1	4	1	5	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	1	8	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	3	1	0	1	10	11	4	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	1	0	5	1	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3483
OTU4601	123	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	0	8	5	1	1	5	3	1	0	1	1	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	2	3	0	3	0	0	0	7	0	5	8	2	1	5	11	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	2	0	Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; JTB38	3484
OTU4602	128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	3	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	4	1	9	5	2	1	0	0	3	2	1	0	0	0	0	0	1	2	1	1	1	2	0	3	1	1	2	1	0	0	7	1	0	0	2	2	11	1	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	4	4	2	2	0	1	4	0	3	0	1	Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; NB1-i	3485
OTU4603	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	19	11	5	7	8	2	2	3	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	3	3	6	4	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales	3486
OTU4604	144	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	3	1	3	2	2	3	0	0	0	0	0	0	0	0	0	0	12	1	4	10	0	1	4	8	2	2	3	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	3	1	2	1	7	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	8	2	0	2	3	4	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	3487
OTU4606	166	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	0	0	0	0	4	1	2	0	1	0	1	0	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	3	3	0	1	0	0	0	0	0	1	3	5	5	0	3	5	15	2	26	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	5	13	4	1	3	1	2	2	0	1	0	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	3488
OTU4616	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	3	3	2	0	0	6	8	7	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	1	4	4	2	0	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	2	0	1	1	3	7	6	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter	3489
OTU4619	104	0	0	0	0	0	0	9	9	18	6	0	1	0	0	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	12	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	3490
OTU4623	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	1	1	0	0	0	3	2	2	7	0	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	1	5	2	10	8	10	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; WS3; PRR-12; GN03; KSB4	3491
OTU4630	144	0	0	0	0	0	2	4	2	6	4	12	12	7	3	9	2	1	0	0	0	0	0	0	1	0	3	1	0	3	0	0	1	1	0	3	7	9	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	2	7	3	1	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalorhabdales	3492
OTU4637	146	1	2	0	0	0	0	5	1	1	2	14	1	9	0	3	1	1	0	0	0	0	0	0	2	2	3	0	2	0	5	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	6	2	0	0	1	0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	2	7	4	1	7	6	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	5	1	2	0	4	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalorhabdales	3493
