OTU_ID	Total_abund	FHF1-St1-Gr1-A	FHF1-St1-Gr1-B	FHF1-St1-Gr1-C	FHF1-St1-Gr2-A	FHF1-St1-Gr2-B	FHF1-St1-Gr2-C	FHF1-St2-Gr1-A	FHF1-St2-Gr1-B	FHF1-St2-Gr2-A	FHF1-St2-Gr2-B	FHF1-St2-Gr2-C	FHF1-St3-Gr1-A	FHF1-St3-Gr1-B	FHF1-St3-Gr1-C	FHF1-St3-Gr2-A	FHF1-St3-Gr2-B	FHF1-St3-Gr2-C	FHF1-St4-Gr1-A	FHF1-St4-Gr1-B	FHF1-St4-Gr1-C	FHF1-St4-Gr2-A	FHF1-St4-Gr2-B	FHF1-St4-Gr2-C	FHF2-St1-Gr1-A	FHF2-St1-Gr1-C	FHF2-St1-Gr2-A	FHF2-St1-Gr2-B	FHF2-St2-Gr1-A	FHF2-St2-Gr1-B	FHF2-St2-Gr1-C	FHF2-St2-Gr2-A	FHF2-St2-Gr2-B	FHF2-St2-Gr2-C	FHF2-St3-Gr1-A	FHF2-St3-Gr1-B	FHF2-St3-Gr1-C	FHF2-St3-Gr2-A	FHF2-St3-Gr2-B	FHF2-St3-Gr2-C	FHF2-St4-Gr1-A	FHF2-St4-Gr1-B	FHF2-St4-Gr1-C	FHF2-St4-Gr2-A	FHF2-St4-Gr2-B	FHF2-St4-Gr2-C	FHF2-St5-Gr1-A	FHF2-St5-Gr1-B	FHF2-St5-Gr1-C	FHF2-St5-Gr2-A	FHF2-St5-Gr2-B	FHF2-St5-Gr2-C	FHF3-St1-Gr1-A	FHF3-St1-Gr1-B	FHF3-St1-Gr1-C	FHF3-St1-Gr2-A	FHF3-St1-Gr2-B	FHF3-St1-Gr2-C	FHF3-St2-Gr1-A	FHF3-St2-Gr1-B	FHF3-St2-Gr1-C	FHF3-St2-Gr2-A	FHF3-St2-Gr2-B	FHF3-St2-Gr2-C	FHF3-St3-Gr1-A	FHF3-St3-Gr1-B	FHF3-St3-Gr1-C	FHF3-St3-Gr2-A	FHF3-St3-Gr2-B	FHF3-St3-Gr2-C	FHF3-St4-Gr1-A	FHF3-St4-Gr1-B	FHF3-St4-Gr1-C	FHF3-St4-Gr2-A	FHF3-St4-Gr2-B	FHF3-St4-Gr2-C	FHF3-St5-Gr1-A	FHF3-St5-Gr1-B	FHF3-St5-Gr1-C	FHF3-St5-Gr2-A	FHF3-St5-Gr2-B	FHF3-St5-Gr2-C	FHF4-St1-Gr1-A	FHF4-St1-Gr1-B	FHF4-St1-Gr1-C	FHF4-St1-Gr2-A	FHF4-St1-Gr2-B	FHF4-St1-Gr2-C	FHF4-St2-Gr1-A	FHF4-St2-Gr1-B	FHF4-St2-Gr1-C	FHF4-St2-Gr2-A	FHF4-St2-Gr2-B	FHF4-St2-Gr2-C	FHF4-St3-Gr1-A	FHF4-St3-Gr1-B	FHF4-St3-Gr1-C	FHF4-St3-Gr2-A	FHF4-St3-Gr2-B	FHF4-St3-Gr2-C	FHF4-St4-Gr1-A	FHF4-St4-Gr1-B	FHF4-St4-Gr1-C	FHF4-St4-Gr2-A	FHF4-St4-Gr2-B	FHF4-St4-Gr2-C	FHF4-St5-Gr1-A	FHF4-St5-Gr1-B	FHF4-St5-Gr1-C	FHF4-St5-Gr2-A	FHF4-St5-Gr2-B	FHF4-St5-Gr2-C	FHF5-St1-Gr1-A	FHF5-St1-Gr1-B	FHF5-St1-Gr1-C	FHF5-St1-Gr2-A	FHF5-St1-Gr2-B	FHF5-St1-Gr2-C	FHF5-St2-Gr1-A	FHF5-St2-Gr1-B	FHF5-St2-Gr1-C	FHF5-St2-Gr2-A	FHF5-St2-Gr2-B	FHF5-St2-Gr2-C	FHF5-St3-Gr1-A	FHF5-St3-Gr1-B	FHF5-St3-Gr1-C	FHF5-St3-Gr2-A	FHF5-St3-Gr2-B	FHF5-St3-Gr2-C	FHF5-St4-Gr1-A	FHF5-St4-Gr1-B	FHF5-St4-Gr1-C	FHF5-St4-Gr2-A	FHF5-St4-Gr2-B	FHF5-St4-Gr2-C	FHF5-St5-Gr1-A	FHF5-St5-Gr1-B	FHF5-St5-Gr1-C	FHF5-St5-Gr2-A	FHF5-St5-Gr2-B	FHF5-St5-Gr2-C	Taxa	order_orig
OTU65	6623	0	0	0	0	0	1	4	0	1	0	0	5	15	5	0	0	0	129	165	155	72	60	107	1	0	1	0	0	0	0	0	0	0	86	54	75	138	19	69	57	178	76	34	142	146	72	41	57	80	21	98	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	26	14	24	51	33	41	63	37	30	79	64	38	0	1	1	1	1	1	3	11	19	11	11	39	11	9	7	68	12	0	21	119	26	78	671	25	147	213	508	93	530	375	2	2	3	0	2	0	2	4	1	2	3	0	19	11	6	9	19	5	10	31	28	50	43	29	105	102	130	99	180	42	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Nitrospinaceae; Nitrospina	66
OTU68	4605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	4	0	5	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	23	1	0	0	4	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	167	7	0	18	0	1	340	1870	450	208	432	0	0	11	164	0	0	101	15	0	22	0	0	0	0	0	0	0	0	175	0	1	23	1	0	30	78	0	330	7	11	0	20	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae	69
OTU69	6970	6	11	7	0	3	3	56	9	52	28	43	75	77	35	97	37	6	2	1	0	3	4	0	46	55	112	25	73	33	38	24	58	97	7	44	54	23	10	11	1	1	0	0	4	2	0	0	0	2	2	0	0	4	75	82	1	2	0	20	35	59	101	54	80	130	67	37	64	10	9	6	13	24	18	22	2	1	3	2	2	2	26	45	10	19	16	32	24	79	97	74	78	138	93	68	32	161	67	18	29	8	0	6	19	3	6	16	16	2	24	19	10	6	9	7	2	2	147	152	104	245	327	146	304	326	264	528	515	331	10	30	9	15	9	18	10	2	6	5	0	4	Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalorhabdales	70
OTU70	6540	0	0	0	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	0	0	2	2	0	7	3	10	2	15	3	4	9	39	16	0	3	6	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	2	6	88	61	12	9	0	17	34	29	60	28	82	155	70	22	35	8	6	0	14	5	8	10	0	0	0	0	6	1	67	142	55	58	89	161	88	209	187	82	71	167	72	44	26	91	35	12	28	2	0	0	1	0	6	5	6	0	2	2	96	65	114	85	39	79	362	413	453	323	448	207	114	57	71	339	409	236	0	0	2	1	3	7	5	1	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales	71
OTU71	2661	0	0	0	0	45	0	0	0	0	0	0	0	75	111	0	243	0	1	0	0	0	35	0	1	0	0	0	0	72	2	12	1	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	2	0	4	0	0	0	0	0	3	0	0	0	0	0	0	439	1085	3	213	0	197	34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	35	0	0	0	15	1	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales	72
OTU75	5336	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	172	1	0	251	0	1	0	196	2	0	0	2	845	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	87	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	1	0	138	2	5	71	9	2	49	147	223	5	22	6	21	0	15	31	1	1	30	445	1095	114	536	3	7	0	0	303	0	2	0	49	0	0	0	0	0	0	8	0	163	0	1	0	1	1	0	0	0	7	0	1	0	0	0	0	15	3	6	2	13	4	177	0	1	3	5	0	0	5	0	17	Bacteria; Chloroflexi; Anaerolineae; GCA004	76
OTU76	2882	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	737	2	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	34	7	1	80	22	17	8	2	0	1	32	1	1	8	0	1	342	1382	19	1	16	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	2	0	4	0	1	1	0	0	0	0	0	1	0	20	0	3	0	3	0	3	0	10	2	0	0	0	5	0	2	Bacteria; WS3; PRR-12; Sediment-1	77
OTU78	7417	14	0	46	20	111	228	17	2	7	5	2	1	9	0	5	4	0	1	0	2	2	0	0	43	388	263	5	19	5	4	16	71	19	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	26	109	99	449	11	37	1	25	349	181	407	238	455	736	540	143	278	204	2	0	8	12	4	11	3	3	0	1	0	0	5	0	1	0	1	3	0	2	0	0	6	4	19	11	10	8	8	0	5	4	1	0	2	0	2	2	5	0	4	0	0	1	1	0	1	0	11	5	11	30	6	9	367	257	256	130	215	313	0	3	0	5	8	16	19	0	1	4	2	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Psychromonadaceae; Psychromonas	79
OTU79	4995	247	570	167	34	42	77	21	13	65	194	495	29	32	36	283	123	67	4	2	3	0	1	0	210	320	426	38	132	47	43	30	0	93	0	15	6	4	0	5	0	1	0	2	2	0	0	0	0	0	2	1	0	2	2	3	0	0	4	1	0	3	3	0	2	7	2	2	0	1	0	0	7	3	0	3	2	1	0	0	0	0	5	0	0	3	2	2	0	1	4	0	3	0	0	0	5	6	3	1	1	0	0	0	4	0	0	3	0	0	0	0	115	212	104	162	99	154	17	20	19	27	40	13	9	8	3	11	5	4	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae	80
OTU82	2186	0	2027	5	15	117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	2	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	83
OTU84	6255	39	0	46	39	161	343	51	21	21	10	0	5	4	0	19	1	0	3	0	0	1	0	0	2	27	25	0	5	3	1	0	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	9	102	124	7	7	0	29	99	65	136	98	562	410	358	265	323	117	0	0	4	5	5	8	7	6	2	0	2	0	10	10	7	18	19	23	1	10	10	11	5	19	11	5	13	6	12	8	22	4	1	1	5	0	0	4	2	2	2	4	10	23	7	10	5	9	67	63	64	47	28	14	344	140	185	358	476	471	0	0	0	3	12	5	14	1	1	11	4	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Psychromonadaceae; Psychromonas	85
OTU85	2573	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	196	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	1	57	655	8	4	344	1	0	14	286	1	0	0	176	0	94	656	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalorhabdales	86
OTU86	2392	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	16	0	0	0	9	0	0	0	0	2244	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	5	0	0	1	1	1	1	0	0	0	1	12	5	12	0	0	3	6	0	0	0	0	4	0	1	0	0	3	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	10	1	2	12	1	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Unassigned	87
OTU87	2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	272	133	10	2009	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Unassigned	88
OTU89	1885	0	1864	1	0	3	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	90
OTU90	3779	207	387	237	23	12	42	31	17	63	53	130	17	15	18	136	87	16	5	0	0	0	0	0	129	103	186	31	66	19	45	31	35	45	0	1	6	1	1	1	1	2	0	0	2	1	0	1	0	0	0	0	70	391	69	54	278	211	0	12	45	30	88	14	17	35	17	6	10	2	1	0	7	5	2	4	0	0	0	0	0	0	4	6	5	8	4	10	0	1	2	2	0	1	3	0	0	4	4	0	2	0	0	0	3	0	0	0	0	0	0	0	28	15	15	25	12	22	3	1	2	1	0	3	4	2	0	3	8	0	1	1	0	1	0	0	2	0	0	0	0	0	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae	91
OTU91	7114	23	33	16	6	4	49	104	14	500	63	43	42	29	29	13	20	2	4	1	0	0	1	0	117	695	978	54	111	86	52	71	35	94	6	45	28	21	5	10	0	3	4	1	5	0	0	0	0	0	0	3	1	25	53	77	20	5	0	5	26	45	72	31	25	25	22	8	18	5	1	0	6	1	6	0	0	1	1	1	5	0	11	40	7	15	25	37	11	78	128	30	25	53	7	2	8	42	15	27	9	6	1	0	21	2	3	6	29	2	45	13	23	15	33	12	3	11	212	233	181	151	438	95	167	111	137	176	346	119	0	8	8	2	1	6	6	0	5	2	5	5	Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae	92
OTU92	3656	45	82	29	7	3	8	0	0	5	7	11	7	2	0	18	7	0	0	0	0	0	0	0	10	13	29	5	14	2	12	6	8	4	0	6	7	4	1	2	2	0	0	1	1	0	0	0	0	1	0	1	6	33	21	22	35	22	0	5	10	13	32	3	3	17	21	2	1	0	2	0	7	1	2	5	0	1	0	0	1	0	90	102	28	65	49	97	2	8	11	5	7	10	4	1	2	12	5	0	0	0	0	0	1	0	1	3	3	0	3	0	274	375	228	293	116	311	98	102	105	112	160	77	36	40	23	51	69	34	1	6	1	4	0	4	1	0	0	1	0	0	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae	93
OTU94	1696	0	1552	132	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	95
OTU96	2084	0	0	91	0	0	0	440	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	62	536	0	0	347	11	1	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	7	0	521	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	Unassigned	97
OTU97	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	1	0	0	0	0	0	0	15	0	0	1	1	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1224	0	0	0	139	0	0	1	830	0	0	0	104	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Microbacteriaceae; Cryocola	98
OTU99	2207	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	26	500	929	1	0	0	0	0	0	23	274	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	100
OTU100	1797	0	0	0	6	0	263	1	0	0	61	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	451	0	632	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	2	0	130	0	0	0	0	0	0	0	5	0	5	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	0	0	0	1	0	0	0	0	0	Bacteria; Acidobacteria	101
OTU101	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1004	1	0	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	5	2	112	244	69	51	65	1	0	0	0	0	0	0	0	170	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	20	0	8	0	43	Bacteria; Chloroflexi; Dehalococcoidetes; Dehalococcoidales; Dehalococcoidaceae	102
OTU102	2736	2	0	0	20	255	25	6	0	2	22	20	0	0	0	0	258	2	0	1	0	0	5	0	0	0	0	0	0	39	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	2	2	0	1	1	0	0	0	3	0	1	0	2	0	0	0	0	0	471	2	2	2	240	0	0	381	0	1	21	0	0	0	419	76	0	0	0	0	0	0	0	0	0	0	281	0	1	73	53	6	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae	103
OTU103	2533	0	0	0	0	8	0	7	0	2	0	0	1	0	0	0	1	0	0	869	1	85	0	31	1	0	0	0	630	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	85	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	6	3	0	2	7	28	67	149	0	0	0	0	0	0	0	1	114	296	28	1	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	1	0	1	9	0	3	2	1	16	0	0	7	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	13	0	5	0	0	30	Bacteria; Chloroflexi; Anaerolineae; SB-34	104
OTU105	4431	77	6	118	111	287	734	104	69	36	9	3	5	3	0	27	4	1	9	0	0	1	3	2	22	100	122	2	10	3	2	0	29	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	26	34	2	3	0	9	31	13	30	19	318	239	217	131	195	71	0	2	2	4	4	2	4	18	2	1	0	0	10	4	7	10	14	15	5	10	9	10	4	5	6	4	7	5	1	1	4	0	0	0	0	0	0	1	1	0	2	0	11	19	6	5	6	4	31	30	27	19	15	5	135	54	81	162	190	189	0	2	0	0	2	5	1	1	1	2	2	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Psychromonadaceae; Psychromonas	106
OTU106	1951	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	178	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	28	170	274	423	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	371	5	8	27	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	2	0	0	3	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; Chloroflexi; SAR202	107
OTU107	2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	18	0	0	43	0	0	170	1058	134	99	141	0	0	2	0	0	0	56	63	0	75	0	0	0	0	0	0	0	0	6	0	0	0	1	0	27	115	0	5	28	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae	108
OTU108	4140	15	5	14	10	19	53	21	20	37	11	0	54	79	97	110	59	21	4	1	0	0	1	0	32	35	58	17	39	13	22	20	19	41	0	4	3	0	1	0	0	0	2	2	0	0	0	0	0	0	2	2	2	9	32	25	7	4	0	9	13	23	29	18	68	121	60	54	103	43	1	5	3	6	2	5	1	0	0	3	1	0	67	113	61	83	77	94	17	57	132	35	39	59	13	4	7	20	17	0	8	2	0	1	12	0	0	1	0	0	0	3	15	29	27	22	18	8	123	146	134	264	306	124	33	41	38	130	86	68	0	3	0	3	0	0	6	1	0	1	2	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	109
OTU109	1605	0	0	0	13	99	0	102	0	1	68	0	225	9	0	0	318	4	0	0	0	0	0	0	0	0	0	0	0	77	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	1	12	61	1	7	5	148	24	239	0	0	0	0	79	0	0	52	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	110
OTU110	2045	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	153	0	0	3	2	17	0	0	98	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	10	212	33	44	1	0	2	1	0	0	5	1106	7	251	10	7	0	2	1	15	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	111
OTU111	4375	5	4	1	4	7	17	21	5	22	11	6	8	33	8	32	19	6	1	0	1	0	2	0	20	30	45	28	37	21	17	18	81	44	2	3	5	2	0	2	2	2	0	0	1	0	0	0	0	0	0	1	2	4	134	118	2	0	0	54	66	71	110	58	61	119	55	33	68	25	1	2	8	15	4	5	0	1	2	0	0	0	89	118	55	36	61	108	17	51	79	55	59	74	46	17	32	41	35	18	20	8	0	8	8	0	5	1	7	0	6	5	8	13	5	5	6	7	219	215	237	281	304	114	21	19	32	86	77	54	2	1	1	1	2	4	2	0	3	3	2	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; OM60	112
OTU112	1911	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	111	1421	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalorhabdales; Thiohalorhabdaceae	113
OTU114	2997	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	111	71	3	1	0	37	42	50	85	43	104	169	76	76	73	28	0	0	0	3	0	7	0	0	0	0	4	0	9	7	0	3	9	13	3	8	13	5	3	4	3	2	1	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	29	36	41	34	19	28	121	129	164	351	537	225	6	4	9	43	47	26	0	1	1	0	4	0	3	1	2	1	3	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	115
OTU115	5635	435	437	450	194	169	260	26	10	14	7	17	0	4	1	12	3	0	4	1	2	1	2	1	19	24	34	10	19	3	25	6	47	8	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	78	61	71	73	77	2	22	36	39	48	18	36	31	38	15	12	5	1	0	19	11	7	3	3	2	1	0	1	0	65	113	43	67	52	88	6	24	29	18	24	17	23	8	12	19	18	6	14	0	0	0	1	0	3	2	2	3	6	5	77	139	53	67	29	70	121	96	132	82	85	41	125	100	82	203	223	247	0	3	0	0	0	1	2	0	2	0	2	0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae	116
